birth_time_known,errors,families,feature_count,houses_included,independence_groups,profile_key,success,warnings
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",iosif_shklovsky_q93909,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ira_gershwin_q61059,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",irene_schloss_q24885388,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",iris_love_q17322473,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",irving_berlin_q128746,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",irving_langmuir_q184286,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",irène_joliot_curie_q7504,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",irène_némirovsky_q168441,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",isaac_ibn_sid_q3813679,True,"[""Birth time unknown; houses and angles are excluded.""]"
True,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",isaac_newton,True,[]
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",isabel_casimiro_q42897817,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",isaiah_berlin,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",isaiah_kwaku_osei_duah_q105817665,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",isambard_kingdom_brunel,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",isar_ul_haq_qasmi_q6695058,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",ismail_ibn_hammad_al_jawhari_q403498,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",isobel_wolmby_q21539270,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",isoroku_yamamoto,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",istván_tisza_q336493,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ivan_bagryanov_q721131,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ivan_klíma_q506582,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ivan_meštrović_q313828,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ivan_pavlov,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",ivan_đaja_q12752112,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",j_k_rowling,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",j_m_w_turner,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",j_p_morgan,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",j_r_r_tolkien,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",jabir_ibn_abd_allah_q59706,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jacinto_benavente_q83184,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jack_feldman_q16211398,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jack_kerouac,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jack_kilby,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jack_ma,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jack_zipes_q165578,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jackson_pollock,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",jacob_lacops_q20028600,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jacob_moreno,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jacob_talmon_q939379,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jacopo_della_quercia_q314797,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jacopo_sansovino_q202267,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",jacqueline_evans_q63967150,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jacques_cousteau,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jacques_derrida,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jacques_dubochet_q41585344,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jacques_françois_le_poivre_q22828378,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jacques_le_goff_q213992,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jafar_al_askari_q2529157,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_a_robinson_q19520018,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",james_clerk_maxwell,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",james_douglas_4th_earl_of_morton_q1266779,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_franck_q57066,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_gosling,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_heckman_q312561,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_hutton,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",james_jim_randall_q122800479,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_joyce,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_m_buchanan_q205353,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",james_mccarthy_q6139195,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_meade_q235843,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_mirrlees_q176643,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_smith_q6143347,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_strang_q1142551,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_tobin_q211776,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_watson,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",james_watt,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jan_dołęga_zakrzewski_q6148796,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jan_gerard_kerkherdere_q55232087,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jan_hyoens_q2611945,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jan_jansen_q16897885,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jan_masaryk_q315531,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jan_tinbergen_q183181,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",janadas_devan_q6150624,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jane_addams_q180989,True,"[""Birth time unknown; houses and angles are excluded.""]"
True,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jane_austen,True,[]
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jane_goodall,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jane_luu_q197941,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",janet_gibson_q6153359,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",janet_lever_q63431955,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",janet_perna_q57649384,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",jarek_gryz_q102356426,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jaroslav_heyrovský_q157701,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",jason_arday_q107349023,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jason_howland_q6162736,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jason_robert_brown_q1683976,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jaume_busquets_i_mollera_q952223,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",jaume_cascalls_q4893873,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jay_lepreau_q129262267,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_baechler_q3170492,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_baptiste_françois_joseph_de_warren_q37933099,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",jean_buridan_q275500,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_clément_martin_q1414029,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_de_sirmond_q1219274,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_françois_pilatre_de_rozier_q310996,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_jacques_dessalines_q212068,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_jacques_rousseau,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_jacques_vioget_q6170890,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_maria_arrigo_q23130463,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_marie_lehn_q107690,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_marie_morel_q1535197,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_michel_basquiat,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_paul_marat_q122290,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_paul_sartre,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_piaget,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_puget_de_la_serre_q3174141,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_richard_bloch_q949281,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jean_tirole_q173994,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",36,False,"[""birth_input"", ""name_input""]",jeannine_baker_q55314924,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jeff_bezos,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jefferson_davis_q162269,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jeffrey_m_jaffe_q138199846,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jehane_ragai_q27063685,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jennifer_doudna_q56068,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",jenny_bol_jun_lee_morgan_q126557081,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jens_michelsen_beck_q111571054,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jensen_huang,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jeremy_bentham,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jerome_bruner,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jerome_isaac_friedman_q187822,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jerome_karle_q106733,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jerome_kern_q313270,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jerry_bock_q725042,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jerry_herman_q1363692,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jesse_l_greenstein_q1345994,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology""]",18,False,"[""name_input""]",jessica_hua_q85515438,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jessy_marcelin_q111423537,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jesus_rojas_q4214790,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jiang_mianheng_q4120678,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jiddu_krishnamurti,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jivbadada_kerkar_q65445391,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jiří_weil_q551075,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",jo_phoenix_q109480009,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",joachim_frank_q28833112,True,"[""Birth time unknown; houses and angles are excluded.""]"
False,[],"[""gematria"", ""kamea"", ""numerology"", ""vedic""]",42,False,"[""birth_and_name_input"", ""birth_input"", ""name_input""]",joan_amek_eoju_adebo_q140290425,True,"[""Birth time unknown; houses and angles are excluded.""]"
