profile_key,name,wikidata_id,source_url,wikipedia_url,category,birth_date,death_date,birth_place,country,gender,occupation,occupations,description,sitelinks,data_quality,notes
güllü_yoloğlu_q12839922,Güllü Yoloğlu,Q12839922,https://www.wikidata.org/wiki/Q12839922,https://en.wikipedia.org/wiki/Gullu_Yologlu,literature,1963-05-05,,Meşəşambul,Azerbaijan,female,journalist,journalist; writer; ethnologist,Turkish-Azerbaijani journalist (born 1963),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
h_robert_horvitz_q295659,H. Robert Horvitz,Q295659,https://www.wikidata.org/wiki/Q295659,https://en.wikipedia.org/wiki/H._Robert_Horvitz,science,1947-05-08,,Chicago,United States,male,biologist,biologist; university teacher; geneticist; physician,American biologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
habib_bourguiba_jr_q586623,"Habib Bourguiba, Jr.",Q586623,https://www.wikidata.org/wiki/Q586623,https://en.wikipedia.org/wiki/Habib_Bourguiba_Jr.,politics,1927-04-09,2009-12-28,6th arrondissement of Paris,French protectorate of Tunisia,male,politician,politician; diplomat; businessperson,Tunisian politician and diplomat (1927-2009),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
haim_sabato_q2910481,Haim Sabato,Q2910481,https://www.wikidata.org/wiki/Q2910481,https://en.wikipedia.org/wiki/Haim_Sabato,literature,1952-01-01,,Cairo,Israel,male,rabbi,rabbi; writer,Israeli rabbi and author,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
haj_ali_razmara_q1398936,Haj Ali Razmara,Q1398936,https://www.wikidata.org/wiki/Q1398936,https://en.wikipedia.org/wiki/Ali_Razmara,politics,1901-01-01,1951-03-07,Tehran,Iran,male,politician,politician; military officer; military personnel; head of government; geographer,Iranian politician (1901-1951),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
haji_baba_sheikh_q335472,Haji Baba Sheikh,Q335472,https://www.wikidata.org/wiki/Q335472,https://en.wikipedia.org/wiki/Haji_Baba_Sheikh,politics,,,Bukan,Iran,male,politician,politician,Iranian politician,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hal_david_q449030,Hal David,Q449030,https://www.wikidata.org/wiki/Q449030,https://en.wikipedia.org/wiki/Hal_David,literature,1921-05-25,2012-09-01,New York City,United States,male,composer,composer; pianist; songwriter; lyricist; author,American poet and lyricist (1921–2012),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hamid_ahmadi_q5644562,Hamid Ahmadi,Q5644562,https://www.wikidata.org/wiki/Q5644562,https://en.wikipedia.org/wiki/Hamid_Ahmadi_%28historian%29,literature,1945-04-15,,Sari,Iran,male,historian,historian; writer; academic staff,Iranian historian,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hamid_ibn_muhammad_ibn_raziq_q6535849,Hamid Ibn Muhammad Ibn Raziq,Q6535849,https://www.wikidata.org/wiki/Q6535849,https://en.wikipedia.org/wiki/Hamid_Ibn_Muhammad_Ibn_Raziq,literature,1783-01-01,1873-01-01,,Oman,male,poet,poet; historian; writer,Omani poet,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
han_kang_q5646626,Han Kang,Q5646626,https://www.wikidata.org/wiki/Q5646626,https://en.wikipedia.org/wiki/Han_Kang,literature,1970-11-27,,Gwangju,South Korea,female,writer,writer; novelist; short story writer; poet,South Korean writer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hanequin_de_bruselas_q3820717,Hanequin de Bruselas,Q3820717,https://www.wikidata.org/wiki/Q3820717,https://en.wikipedia.org/wiki/Hannequin_de_Bruxelles,visual_art,,1494-01-01,Brussels,Spain,male,sculptor,sculptor; architect,architect from the Low Countries,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hani_hagras_q29387125,Hani Hagras,Q29387125,https://www.wikidata.org/wiki/Q29387125,https://en.wikipedia.org/wiki/Hani_Hagras,science,,,,,male,computer scientist,computer scientist; university teacher,researcher,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hania_sholkamy_q61731693,Hania Sholkamy,Q61731693,https://www.wikidata.org/wiki/Q61731693,https://en.wikipedia.org/wiki/Hania_Sholkamy,prominent_figure,1964-02-27,,,Egypt,female,anthropologist,anthropologist,Egyptian anthropologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hanna_mikhail_q68168953,Hanna Mikhail,Q68168953,https://www.wikidata.org/wiki/Q68168953,https://en.wikipedia.org/wiki/Hanna_Mikhail,science,1935-00-00,1976-00-00,Ramallah,,male,writer,writer; political scientist,Palestinian scholar and activist (1935–unknown),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hannah_wangeci_kinoti_q112671542,Hannah Wangeci Kinoti,Q112671542,https://www.wikidata.org/wiki/Q112671542,https://en.wikipedia.org/wiki/Hannah_Wangeci_Kinoti,prominent_figure,1941-08-01,2001-04-30,Nyeri District,Kenya,female,university teacher,university teacher,Kenyan academic,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hans_bethe_q155794,Hans Bethe,Q155794,https://www.wikidata.org/wiki/Q155794,https://en.wikipedia.org/wiki/Hans_Bethe,science,1906-07-02,2005-03-06,Strasbourg,German Reich,male,physicist,physicist; university teacher; nuclear physicist; scientist,German-American nuclear physicist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hans_fischer_q76604,Hans Fischer,Q76604,https://www.wikidata.org/wiki/Q76604,https://en.wikipedia.org/wiki/Hans_Fischer,science,1881-07-27,1945-03-31,Höchst,Germany,male,chemist,chemist; biochemist; internist; university teacher; physician,German chemist (1881–1945),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hans_landsberger_q1635378,Hans Landsberger,Q1635378,https://www.wikidata.org/wiki/Q1635378,https://en.wikipedia.org/wiki/Hugo_Landsberger,literature,1861-08-25,1939-08-31,Berlin,German Reich,male,screenwriter,screenwriter; writer; film director; editor; director; actor; editing staff,German screenwriter and author (1861–1939),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hans_singer_q71404,Hans Singer,Q71404,https://www.wikidata.org/wiki/Q71404,https://en.wikipedia.org/wiki/Hans_Singer,science,1910-11-29,2006-02-26,Elberfeld,Germany,male,economist,economist; writer; university teacher; political scientist,German economist (1910–2006),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hans_svaning_q3289849,Hans Svaning,Q3289849,https://www.wikidata.org/wiki/Q3289849,https://en.wikipedia.org/wiki/Hans_Svaning,prominent_figure,1503-00-00,1584-09-20,,Kingdom of Denmark,male,historian,historian,Danish historian,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hans_von_euler_chelpin_q76613,Hans von Euler-Chelpin,Q76613,https://www.wikidata.org/wiki/Q76613,https://en.wikipedia.org/wiki/Hans_von_Euler-Chelpin,science,1873-02-15,1964-11-06,Augsburg,Germany,male,biochemist,biochemist; chemist; university teacher; military personnel,Swedish scientist (1873-1964),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
haq_nawaz_jhangvi_q5653372,Haq Nawaz Jhangvi,Q5653372,https://www.wikidata.org/wiki/Q5653372,https://en.wikipedia.org/wiki/Haq_Nawaz_Jhangvi,politics,1952-00-00,1990-02-23,Jhang,Pakistan,male,khaṭīb,khaṭīb; imam; politician,Islamic scholar,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
harith_ibn_murrah_al_abdi_q20396121,Harith ibn Murrah al-Abdi,Q20396121,https://www.wikidata.org/wiki/Q20396121,https://en.wikipedia.org/wiki/Al-Harith_ibn_Murra_al-Abdi,military,,,,,male,military leader,military leader; qadi,,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
harold_arlen_q448644,Harold Arlen,Q448644,https://www.wikidata.org/wiki/Q448644,https://en.wikipedia.org/wiki/Harold_Arlen,literature,1905-02-15,1986-04-23,Buffalo,United States,male,composer,composer; songwriter; music arranger; film producer; singer; pianist; film score composer; musician,American composer of popular music (1905-1986),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
harriet_evans_paine_q23035346,Harriet Evans Paine,Q23035346,https://www.wikidata.org/wiki/Q23035346,https://en.wikipedia.org/wiki/Harriet_Evans_Paine,prominent_figure,1822-01-01,1917-01-01,,,female,historian,historian,historian,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
harry_brooks_q5667534,Harry Brooks,Q5667534,https://www.wikidata.org/wiki/Q5667534,https://en.wikipedia.org/wiki/Harry_Brooks_%28composer%29,literature,1895-09-20,1970-06-22,Homestead,United States,male,pianist,pianist; songwriter; jazz musician; composer,American musician (1895–1970),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
harry_kroto_q157250,Harry Kroto,Q157250,https://www.wikidata.org/wiki/Q157250,https://en.wikipedia.org/wiki/Harry_Kroto,science,1939-10-07,2016-04-30,Wisbech,United Kingdom,male,chemist,chemist; university teacher; scientist,British chemist (1939-2016),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
harry_m_caudill_q5670793,Harry M. Caudill,Q5670793,https://www.wikidata.org/wiki/Q5670793,https://en.wikipedia.org/wiki/Harry_M._Caudill,politics,1922-05-03,1990-11-29,Whitesburg,United States,male,lawyer,lawyer; politician; jurist; historian,American politician (1922-1990),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
harry_markowitz_q272508,Harry Markowitz,Q272508,https://www.wikidata.org/wiki/Q272508,https://en.wikipedia.org/wiki/Harry_Markowitz,prominent_figure,1927-08-24,2023-06-22,Chicago,United States,male,economist,economist,American economist (1927–2023),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hartmut_michel_q77086,Hartmut Michel,Q77086,https://www.wikidata.org/wiki/Q77086,https://en.wikipedia.org/wiki/Hartmut_Michel,science,1948-07-18,,Ludwigsburg,Germany,male,biochemist,biochemist; chemist,German biochemist (1988 Nobel Prize),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
harvey_j_alter_q5677307,Harvey J. Alter,Q5677307,https://www.wikidata.org/wiki/Q5677307,https://en.wikipedia.org/wiki/Harvey_J._Alter,prominent_figure,1935-09-12,,New York City,United States,male,virologist,"virologist; university teacher; physician; internist; hematologist; transfusiologist; infectious disease physician; Specialist in microbiology, virology and infection epidemiology",American medical researcher,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hassan_ali_mansur_q142387,Hassan Ali Mansur,Q142387,https://www.wikidata.org/wiki/Q142387,https://en.wikipedia.org/wiki/Hassan_Ali_Mansur,politics,1923-04-13,1965-01-27,Tehran,Pahlavi Iran,male,politician,politician; head of government,former Iranian Prime Minister (1923-1965),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hawaa_al_mansoori_q107863936,Hawaa Al Mansoori,Q107863936,https://www.wikidata.org/wiki/Q107863936,https://en.wikipedia.org/wiki/Hawaa_Al_Mansoori,politics,,,Abu Dhabi,United Arab Emirates,female,physician,physician; inventor; politician,"Emirati physician, inventor and politician",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hayyim_selig_słonimski_q976296,Hayyim Selig Słonimski,Q976296,https://www.wikidata.org/wiki/Q976296,https://en.wikipedia.org/wiki/Hayyim_Selig_Slonimski,science,1810-03-31,1904-05-15,Białystok,Congress Poland,male,mathematician,mathematician; journalist; astronomer; rabbi; writer; inventor; publisher,Polish-Jewish mathematician and inventor,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hazel_estelle_de_berg_q24080995,Hazel Estelle de Berg,Q24080995,https://www.wikidata.org/wiki/Q24080995,https://en.wikipedia.org/wiki/Hazel_de_Berg,prominent_figure,1913-03-21,1984-01-01,Deniliquin,Australia,female,oral historian,oral historian,(1913-1984) oral history pioneer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hazza_al_majali_q4166555,Hazza' al-Majali,Q4166555,https://www.wikidata.org/wiki/Q4166555,https://en.wikipedia.org/wiki/Hazza%27_Majali,politics,1919-01-01,1960-08-29,Madaba,Jordan,male,politician,politician; lawyer; economist; civil servant,Jordanian PM (1919–1960),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
heather_m_ferguson_q47502270,Heather M. Ferguson,Q47502270,https://www.wikidata.org/wiki/Q47502270,https://en.wikipedia.org/wiki/Heather_M._Ferguson,science,,,,Canada,female,biologist,biologist; university teacher; malariologist; entomologist,Canadian malariologist and medical entomologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
heidi_wunderli_allenspach_q1594366,Heidi Wunderli-Allenspach,Q1594366,https://www.wikidata.org/wiki/Q1594366,https://en.wikipedia.org/wiki/Heidi_Wunderli-Allenspach,science,1947-01-01,,Uzwil,Switzerland,female,university teacher,university teacher; biologist,Swiss biologist and professor at the Swiss Federal Institute of Technology (ETH) Zurich,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
heinrich_josefsohn_q112757887,Heinrich Josefsohn,Q112757887,https://www.wikidata.org/wiki/Q112757887,https://en.wikipedia.org/wiki/Heinrich_Josefsohn,literature,,,,,male,,,Austrian translator and writer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
heinz_dieterich_q75238,Heinz Dieterich,Q75238,https://www.wikidata.org/wiki/Q75238,https://en.wikipedia.org/wiki/Heinz_Dieterich,prominent_figure,1943-01-01,,Rotenburg an der Wümme,Germany,male,sociologist,sociologist; university teacher,German sociologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
helen_clark_née_banfield_q16151662,Helen Clark née Banfield,Q16151662,https://www.wikidata.org/wiki/Q16151662,https://en.wikipedia.org/wiki/Helen_Clark_%28oral_historian%29,prominent_figure,1952-08-08,2015-08-14,,United Kingdom,female,historian,historian,British historian (1952-2015),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
helen_heslop_q17386041,Helen Heslop,Q17386041,https://www.wikidata.org/wiki/Q17386041,https://en.wikipedia.org/wiki/Helen_Heslop,science,,,,New Zealand,female,biologist,biologist; hematologist; university teacher,New Zealand physician-scientist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
helen_hogan_q115034487,Helen Hogan,Q115034487,https://www.wikidata.org/wiki/Q115034487,https://en.wikipedia.org/wiki/Helen_Hogan,literature,1923-09-29,2025-01-01,,New Zealand,female,university teacher,university teacher; school teacher; author,"New Zealand educator, editor of poetry anthologies, and Māori studies scholar (1923–2025)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
helen_z_papanikolas_q13563185,Helen Z. Papanikolas,Q13563185,https://www.wikidata.org/wiki/Q13563185,https://en.wikipedia.org/wiki/Helen_Z._Papanikolas,literature,1917-06-29,2004-10-31,,United States,female,historian,historian; novelist,American historian and folklorist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
helena_nader_q54218856,Helena Nader,Q54218856,https://www.wikidata.org/wiki/Q54218856,https://en.wikipedia.org/wiki/Helena_Nader,science,1947-11-05,,São Paulo,Brazil,female,biomedical scientist,biomedical scientist; biologist; university teacher,Brazilian biomedical scientist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hemangada_thakura_q115143885,Hemangada Thakura,Q115143885,https://www.wikidata.org/wiki/Q115143885,https://en.wikipedia.org/wiki/Hemangada_Thakura,science,,,,,male,astronomer,astronomer,astronomer King of Mithila,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hendrik_frensch_verwoerd_q297000,Hendrik Frensch Verwoerd,Q297000,https://www.wikidata.org/wiki/Q297000,https://en.wikipedia.org/wiki/Hendrik_Verwoerd,politics,1901-09-08,1966-09-06,Amsterdam,South Africa,male,politician,politician; university teacher; psychologist; head of government,Prime Minister of South Africa from 1958 until his assassination in 1966,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
henri_bergson_q42156,Henri Bergson,Q42156,https://www.wikidata.org/wiki/Q42156,https://en.wikipedia.org/wiki/Henri_Bergson,philosophy,1859-10-18,1941-01-04,Paris,France,male,philosopher,philosopher; professor; sociologist; writer; university teacher,French philosopher (1859–1941),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
henri_moissan_q102804,Henri Moissan,Q102804,https://www.wikidata.org/wiki/Q102804,https://en.wikipedia.org/wiki/Henri_Moissan,science,1852-09-28,1907-02-20,Paris,France,male,chemist,chemist; university teacher; pharmacologist; pharmacist,French chemist (1852–1907),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
henri_stahl_q5715707,Henri Stahl,Q5715707,https://www.wikidata.org/wiki/Q5715707,https://en.wikipedia.org/wiki/Henri_Stahl,literature,1877-04-29,1942-02-18,Bucharest,Romania,male,historian,historian; journalist; biographer; science fiction writer; photographer; stenographer; writer,"Romanian stenographer, graphologist, writer (1877–1942)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
henrik_lévay_q1160511,Henrik Lévay,Q1160511,https://www.wikidata.org/wiki/Q1160511,https://en.wikipedia.org/wiki/Henrik_L%C3%A9vay,prominent_figure,1826-04-16,1901-12-16,Jánoshalma,Hungary,male,economist,economist; insurance expert,economist (1826-1901),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
henry_allen_q110292961,Henry Allen,Q110292961,https://www.wikidata.org/wiki/Q110292961,https://en.wikipedia.org/wiki/Henry_Allen_%28Colorado_settler%29,prominent_figure,,1871-01-01,,,male,miner,miner,Colorado settler,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
henry_ergas_q5720872,Henry Ergas,Q5720872,https://www.wikidata.org/wiki/Q5720872,https://en.wikipedia.org/wiki/Henry_Ergas,prominent_figure,1952-01-01,,,Australia,male,economist,economist,Australian economist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
henry_kissinger_q66107,Henry Kissinger,Q66107,https://www.wikidata.org/wiki/Q66107,https://en.wikipedia.org/wiki/Henry_Kissinger,science,1923-05-27,2023-11-29,Fürth,German Reich,male,politician,politician; political scientist; diplomat; writer; entrepreneur; pedagogue; autobiographer; foreign minister; war criminal; university teacher,"American politician and diplomat and geopolitical advisor, served as U.S. Secretary of State from 1973 to 1977 (1923–2023)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
henry_mayhew_q1227273,Henry Mayhew,Q1227273,https://www.wikidata.org/wiki/Q1227273,https://en.wikipedia.org/wiki/Henry_Mayhew,literature,1812-11-25,1887-07-25,London,United Kingdom of Great Britain and Ireland,male,journalist,journalist; editor; writer,British writer and activist (1812–1887),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
henry_wesley_voysey_q27789232,Henry Wesley Voysey,Q27789232,https://www.wikidata.org/wiki/Q27789232,https://en.wikipedia.org/wiki/Henry_Wesley_Voysey,prominent_figure,1791-00-00,1824-04-19,,,male,geologist,geologist,geologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
henry_weston_smith_q3133148,Henry Weston Smith,Q3133148,https://www.wikidata.org/wiki/Q3133148,https://en.wikipedia.org/wiki/Henry_Weston_Smith,prominent_figure,1827-01-10,1876-08-20,Tolland County,,male,civil servant,civil servant,American murder victim (1827–1876),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
henry_winstanley_q5730393,Henry Winstanley,Q5730393,https://www.wikidata.org/wiki/Q5730393,https://en.wikipedia.org/wiki/Henry_Winstanley,visual_art,1644-03-31,1703-11-27,Saffron Walden,,male,engineer,engineer; painter; inventor; artist,English engineer and painter (1644-1703),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
herbert_a_hauptman_q107422,Herbert A. Hauptman,Q107422,https://www.wikidata.org/wiki/Q107422,https://en.wikipedia.org/wiki/Herbert_A._Hauptman,philosophy,1917-02-14,2011-10-23,New York City,United States,male,mathematician,mathematician; chemist; university teacher; crystallographer; philosopher,American mathematician (1917–2011),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
herbert_butterfield_q1350443,Herbert Butterfield,Q1350443,https://www.wikidata.org/wiki/Q1350443,https://en.wikipedia.org/wiki/Herbert_Butterfield,philosophy,1900-10-07,1979-07-20,Oxenhope,United Kingdom,male,historian,historian; philosopher; university teacher; librarian,British historian (1900 – 1979),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
herbert_c_brown_q102406,Herbert C. Brown,Q102406,https://www.wikidata.org/wiki/Q102406,https://en.wikipedia.org/wiki/Herbert_C._Brown,science,1912-05-22,2004-12-19,London,United Kingdom,male,chemist,chemist; university teacher; writer,American chemist (1912–2004),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
herbert_simon_q181529,Herbert Simon,Q181529,https://www.wikidata.org/wiki/Q181529,https://en.wikipedia.org/wiki/Herbert_A._Simon,science,1916-06-15,2001-02-09,Milwaukee,United States,male,economist,economist; politician; sociologist; university teacher; computer scientist; political scientist; social scientist,"American political scientist, economist, sociologist, and psychologist (1916–2001)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
herman_kask_q61883165,Herman Kask,Q61883165,https://www.wikidata.org/wiki/Q61883165,https://en.wikipedia.org/wiki/Herman_Kask,politics,,1918-01-01,,Estonia,male,politician,politician,Estonian politician (?-1918),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hermann_bondi_q380235,Hermann Bondi,Q380235,https://www.wikidata.org/wiki/Q380235,https://en.wikipedia.org/wiki/Hermann_Bondi,science,1919-11-01,2005-09-10,Vienna,United Kingdom,male,mathematician,mathematician; astronomer; university teacher; physicist,Austrian-British mathematician and cosmologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hermann_carl_hagen_q109888216,Hermann Carl Hagen,Q109888216,https://www.wikidata.org/wiki/Q109888216,https://en.wikipedia.org/wiki/Hermann_Carl_Hagen,prominent_figure,1886-01-01,1942-01-01,,,male,banker,banker,German Jewish economist and anti-fascist (1886–1942),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hermann_emil_fischer_q70554,Hermann Emil Fischer,Q70554,https://www.wikidata.org/wiki/Q70554,https://en.wikipedia.org/wiki/Emil_Fischer,science,1852-10-09,1919-07-15,Euskirchen,German Empire,male,biochemist,biochemist; chemist; university teacher; organic chemist,German chemist (1852–1919),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hermann_ungar_q719507,Hermann Ungar,Q719507,https://www.wikidata.org/wiki/Q719507,https://en.wikipedia.org/wiki/Hermann_Ungar,literature,1893-04-20,1929-10-28,Boskovice,Czechoslovakia,male,jurist,jurist; writer; poet lawyer; diplomat; poet; dramaturge; prose writer; playwright,Slovak diplomat (1893–1929),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
herta_leistner_q1614616,Herta Leistner,Q1614616,https://www.wikidata.org/wiki/Q1614616,https://en.wikipedia.org/wiki/Herta_Leistner,literature,1942-05-28,,Altensteig,Germany,female,writer,writer; LGBTQ rights activist; social pedagogue; university teacher; deacon; author,German author,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
herta_müller_q38049,Herta Müller,Q38049,https://www.wikidata.org/wiki/Q38049,https://en.wikipedia.org/wiki/Herta_M%C3%BCller,literature,1953-08-17,,Nițchidorf,Germany,female,writer,writer; linguist; poet; translator; novelist; essayist; artist,"German-Romanian novelist, poet and essayist (born 1953)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hideki_tojo_q160847,Hideki Tojo,Q160847,https://www.wikidata.org/wiki/Q160847,https://en.wikipedia.org/wiki/Hideki_Tojo,politics,1884-12-30,1948-12-23,Kōjimachi-ku,Japan,male,politician,politician; diplomat; military officer,Japanese general and politician (1884–1948),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hind_a_al_abadleh_q52356126,Hind A Al-Abadleh,Q52356126,https://www.wikidata.org/wiki/Q52356126,https://en.wikipedia.org/wiki/Hind_Al-Abadleh,science,1977-00-00,2025-01-09,,,female,researcher,researcher; university teacher; chemist,Emirati chemist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hisham_barakat_q15056770,Hisham Barakat,Q15056770,https://www.wikidata.org/wiki/Q15056770,https://en.wikipedia.org/wiki/Hisham_Barakat,military,1950-11-21,2015-06-29,Egypt,Egypt,male,jurist,jurist; judge; lawyer,Egyptian prosecutor general (1950-2015),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
hoagy_carmichael_q460662,Hoagy Carmichael,Q460662,https://www.wikidata.org/wiki/Q460662,https://en.wikipedia.org/wiki/Hoagy_Carmichael,literature,1899-11-22,1981-12-27,Bloomington,United States,male,pianist,pianist; actor; composer; jazz musician; singer; television actor; songwriter; film actor; bandleader; lawyer; writer; musician,"American composer, pianist, singer, actor and bandleader (1899–1981)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
horace_king_q101782285,Horace King,Q101782285,https://www.wikidata.org/wiki/Q101782285,https://en.wikipedia.org/wiki/Horace_King_%28Barbadian_cricketer%29,prominent_figure,1928-12-19,2016-11-15,Saint Michael,,male,cricketer,cricketer,Barbadian cricketer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
horace_lawson_hunley_q338532,Horace Lawson Hunley,Q338532,https://www.wikidata.org/wiki/Q338532,https://en.wikipedia.org/wiki/Horace_Lawson_Hunley,business,1823-12-29,1863-10-15,Sumner County,United States,male,civil engineer,civil engineer; businessperson,Confederate marine engineer during the American Civil War (1823-1863),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
horacio_roque_ramírez_q30127847,Horacio Roque Ramírez,Q30127847,https://www.wikidata.org/wiki/Q30127847,https://en.wikipedia.org/wiki/Horacio_Roque_Ram%C3%ADrez,prominent_figure,1969-11-15,2015-12-25,Santa Ana,,male,historian,historian; professor,Salvadoran American historian,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
horst_simon_q102185865,Horst Simon,Q102185865,https://www.wikidata.org/wiki/Q102185865,https://en.wikipedia.org/wiki/Horst_D._Simon,science,1953-08-08,,,,male,computer scientist,computer scientist,"Ph.D. University of California, Berkeley 1982",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
horst_wessel_q57163,Horst Wessel,Q57163,https://www.wikidata.org/wiki/Q57163,https://en.wikipedia.org/wiki/Horst_Wessel,politics,1907-10-09,1930-02-23,Bielefeld,German Empire,male,politician,politician,SA officer (1907-1930),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
houbing_song_q47109159,Houbing Song,Q47109159,https://www.wikidata.org/wiki/Q47109159,https://en.wikipedia.org/wiki/Houbing_Song,prominent_figure,1979-01-01,,,,male,electrical engineer,electrical engineer; university teacher; civil engineer,Electrical engineer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
howard_ashman_q1334295,Howard Ashman,Q1334295,https://www.wikidata.org/wiki/Q1334295,https://en.wikipedia.org/wiki/Howard_Ashman,literature,1950-05-17,1991-03-14,Baltimore,United States,male,composer,composer; screenwriter; lyricist; songwriter; film score composer; film producer; theatre director; theatrical producer; librettist,American playwright and lyricist (1950-1991),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
